Date,Time,Open,High,Low,Close,Volume,Openint
2025-05-19,15:15:00,4.4384,4.4857,4.4384,4.4713,105825.35994
2025-05-19,15:30:00,4.4713,4.48505,4.45835,4.48505,153157.9479666
2025-05-19,15:45:00,4.48365,4.53055,4.47495,4.52305,205193.27204
2025-05-19,16:00:00,4.52235,4.5505,4.51605,4.5403,138849.414568
2025-05-19,16:15:00,4.5408,4.54125,4.51075,4.5292,101395.55350886
2025-05-19,16:30:00,4.5295,4.54875,4.5202,4.5315,52228.716984
2025-05-19,16:45:00,4.5315,4.55396,4.523,4.54925,87413.4843657
2025-05-19,17:00:00,4.55056,4.5641,4.5428,4.564,96772.271328
2025-05-19,17:15:00,4.566,4.5836,4.5578,4.5738,84743.579919
2025-05-19,17:30:00,4.5695,4.57816,4.5388,4.5467,83411.8487934
2025-05-19,17:45:00,4.5459,4.5728,4.5412,4.5698,81241.355337
2025-05-19,18:00:00,4.5693,4.58046,4.552,4.55816,177675.40636609
2025-05-19,18:15:00,4.55816,4.5639,4.52375,4.52605,205685.813521
2025-05-19,18:30:00,4.52605,4.568,4.52305,4.5541,143346.4913674
2025-05-19,18:45:00,4.5541,4.5765,4.54595,4.55326,150798.930823
2025-05-19,19:00:00,4.552,4.60716,4.552,4.60506,129430.884024
2025-05-19,19:15:00,4.60506,4.6521,4.60506,4.6294,191294.58051
2025-05-19,19:30:00,4.6316,4.6316,4.6034,4.6259,78721.74029
2025-05-19,19:45:00,4.6259,4.63046,4.60296,4.6032,92955.532752
2025-05-19,20:00:00,4.6016,4.6109,4.5972,4.6056,53275.7407757
2025-05-19,20:15:00,4.6056,4.6166,4.59476,4.61346,49997.601402274
2025-05-19,20:30:00,4.61266,4.61266,4.5654,4.5715,55651.818996
2025-05-19,20:45:00,4.5715,4.5835,4.5439,4.5835,122664.03109
2025-05-19,21:00:00,4.5835,4.5871,4.56706,4.5687,45069.2922266
2025-05-19,21:15:00,4.5673,4.57226,4.5535,4.57226,99570.36038
2025-05-19,21:30:00,4.56726,4.58326,4.5605,4.58326,77840.945428
2025-05-19,21:45:00,4.58106,4.60826,4.56856,4.60826,131792.8902716
2025-05-19,22:00:00,4.60826,4.60826,4.5882,4.6001,44901.268162
2025-05-19,22:15:00,4.5987,4.61316,4.59,4.60806,164711.12620727
2025-05-19,22:30:00,4.60746,4.60806,4.5879,4.5978,41583.8688731
2025-05-19,22:45:00,4.5978,4.61396,4.58656,4.5945,53619.974448
2025-05-19,23:00:00,4.59516,4.59876,4.5885,4.59546,53691.8831823
2025-05-19,23:15:00,4.5938,4.6005,4.5839,4.58876,79251.544361
2025-05-19,23:30:00,4.58876,4.5907,4.57796,4.58126,51872.22541795
2025-05-19,23:45:00,4.57976,4.5845,4.559,4.5834,126791.86723646
2025-05-19,23:59:00,4.5834,4.59706,4.5834,4.5929,98299.94716735
2025-05-20,00:15:00,4.59556,4.59936,4.57886,4.58216,143914.830489
2025-05-20,00:30:00,4.58446,4.58806,4.5715,4.57866,92860.009057095
2025-05-20,00:45:00,4.57786,4.57786,4.5646,4.5721,50277.099835
2025-05-20,01:00:00,4.5745,4.57926,4.56796,4.57926,25065.087098365
2025-05-20,01:15:00,4.57926,4.58026,4.56746,4.57936,35789.99145
2025-05-20,01:30:00,4.58076,4.58346,4.57496,4.58136,54930.2536592
2025-05-20,01:45:00,4.5797,4.5797,4.5672,4.57456,46681.006052346
2025-05-20,02:00:00,4.5741,4.57456,4.5741,4.57456,20708.050742
2025-05-20,02:15:00,4.57456,4.61596,4.57456,4.61596,71570.7519428
2025-05-20,02:30:00,4.61596,4.64916,4.61006,4.61056,102413.650894
2025-05-20,02:45:00,4.61056,4.6192,4.5943,4.60436,67202.714695535
2025-05-20,03:00:00,4.60436,4.60436,4.5781,4.5804,140603.971734
2025-05-20,03:15:00,4.5804,4.60736,4.5755,4.60336,71938.175296
2025-05-20,03:30:00,4.60336,4.61886,4.5915,4.6138,75228.4916168
2025-05-20,03:45:00,4.6246,4.65197,4.61296,4.65087,132171.184041
2025-05-20,04:00:00,4.65087,4.65457,4.6281,4.65357,120806.82671769
2025-05-20,04:15:00,4.65637,4.6787,4.6475,4.6754,108456.957201
2025-05-20,04:30:00,4.6756,4.72687,4.6756,4.72687,291110.469496
2025-05-20,04:45:00,4.72507,4.72507,4.6938,4.6999,98398.625293
2025-05-20,05:00:00,4.6985,4.7114,4.6784,4.68357,73419.607873011
2025-05-20,05:15:00,4.68357,4.6925,4.67277,4.68257,80127.002374
2025-05-20,05:30:00,4.68257,4.68397,4.6619,4.6722,66382.617512
2025-05-20,05:45:00,4.6722,4.67857,4.6354,4.6461,160747.998774
2025-05-20,06:00:00,4.6453,4.64686,4.6312,4.6386,47900.865207
2025-05-20,06:15:00,4.6388,4.65497,4.6315,4.6335,72465.9250258
2025-05-20,06:30:00,4.6335,4.63386,4.62116,4.6317,76768.874409
2025-05-20,06:45:00,4.63077,4.64327,4.6207,4.63067,45179.9908595
2025-05-20,07:00:00,4.63067,4.6651,4.63067,4.6649,48868.8875783
2025-05-20,07:15:00,4.66397,4.67257,4.65467,4.67257,61639.129377469
2025-05-20,07:30:00,4.67257,4.68466,4.67097,4.67257,30481.490893
2025-05-20,07:45:00,4.67157,4.6835,4.65747,4.6615,35496.732613
2025-05-20,08:00:00,4.6592,4.6666,4.65007,4.6531,18800.920944217
2025-05-20,08:15:00,4.6531,4.6675,4.63006,4.63107,91188.514764
2025-05-20,08:30:00,4.63107,4.64226,4.62136,4.62996,114072.92093722
2025-05-20,08:45:00,4.62996,4.63826,4.61504,4.62684,152495.359302
2025-05-20,09:00:00,4.63004,4.64316,4.62174,4.64006,47158.679874
2025-05-20,09:15:00,4.64006,4.64026,4.59174,4.62136,169858.378251
2025-05-20,09:30:00,4.62136,4.63326,4.61206,4.61304,112358.804942
2025-05-20,09:45:00,4.61304,4.62336,4.59004,4.59556,58109.237287
2025-05-20,10:00:00,4.59556,4.59696,4.57834,4.59496,87665.0990448
2025-05-20,10:15:00,4.59306,4.60994,4.58974,4.59886,42250.06493798
2025-05-20,10:30:00,4.59886,4.59886,4.56284,4.57176,80808.181716
2025-05-20,10:45:00,4.57176,4.58096,4.55834,4.57396,65539.060004
2025-05-20,11:00:00,4.57296,4.59176,4.57296,4.58596,35442.833812508
2025-05-20,11:15:00,4.58556,4.59954,4.57844,4.59804,94579.596503615
2025-05-20,11:30:00,4.59842,4.60042,4.56584,4.56584,65814.7397918
2025-05-20,11:45:00,4.56474,4.58266,4.56464,4.58266,57849.98835624
2025-05-20,12:00:00,4.58526,4.58566,4.57054,4.57644,19530.687945
2025-05-20,12:15:00,4.57644,4.57686,4.55444,4.56944,94269.250575
2025-05-20,12:30:00,4.56944,4.57026,4.53665,4.55876,114118.309379
2025-05-20,12:45:00,4.55956,4.56196,4.53995,4.54545,51899.848319
2025-05-20,13:00:00,4.54545,4.55756,4.53975,4.55344,61971.199004
2025-05-20,13:15:00,4.55524,4.56256,4.53805,4.53895,90369.2523997
2025-05-20,13:30:00,4.53865,4.55056,4.52945,4.53425,113756.439791
